EAR,mouth_ratio,head_tilt,eye_closure_time,no_movement_time,label
0.155,0.174,33.3,1.73,7.16,unconscious
0.232,0.852,12.4,2.62,5.27,drowsy
0.297,0.162,8.8,0.69,0.94,alert
0.203,0.902,19.7,1.35,1.08,drowsy
0.169,0.174,40.2,2.28,8.04,unconscious
0.2,0.231,40.5,5.01,7.25,unconscious
0.102,0.0,18.6,6.4,0.74,unconscious
0.235,0.356,9.6,0.08,0.47,alert
0.077,0.545,26.5,4.92,10.48,unconscious
0.222,0.578,10.2,3.2,0.21,drowsy
0.295,0.366,10.2,0.24,0.0,alert
0.063,0.459,31.9,3.83,12.16,unconscious
0.371,0.306,8.7,0.0,0.89,alert
0.131,0.041,23.4,3.75,5.69,unconscious
0.294,0.381,9.0,0.52,0.26,alert
0.256,0.423,11.3,0.19,0.38,alert
0.232,0.235,9.9,0.15,0.51,alert
0.305,0.198,4.8,0.78,0.5,alert
0.172,0.64,6.7,1.16,3.33,drowsy
0.292,0.183,8.2,0.04,0.0,alert
0.213,0.573,17.3,0.48,2.96,drowsy
0.277,0.331,2.3,0.06,0.25,alert
0.251,0.43,6.4,0.56,0.86,alert
0.293,0.237,7.5,0.0,0.13,alert
0.282,0.291,0.9,0.0,0.19,alert
0.214,0.634,18.6,1.45,0.79,drowsy
0.132,0.646,18.7,7.97,10.21,unconscious
0.212,0.458,16.0,1.72,2.5,drowsy
0.292,0.427,3.2,0.53,0.0,alert
0.289,0.152,8.3,0.69,0.51,alert
0.251,0.388,8.4,0.0,0.29,alert
0.107,0.287,15.6,4.7,9.31,unconscious
0.147,0.492,32.6,6.13,0.0,unconscious
0.208,0.489,12.2,1.39,0.29,drowsy
0.221,0.292,4.8,0.58,0.0,alert
0.262,0.412,8.8,0.35,1.19,alert
0.274,0.28,0.6,0.0,0.92,alert
0.109,0.0,10.5,5.51,8.34,unconscious
0.167,0.558,32.7,2.93,8.62,unconscious
0.228,0.506,1.9,0.16,0.0,alert
0.143,1.0,12.6,2.8,1.82,drowsy
0.163,0.281,16.5,3.68,8.93,unconscious
0.125,0.736,26.3,7.31,9.35,unconscious
0.165,0.066,33.9,8.16,5.47,unconscious
0.31,0.283,3.8,0.26,0.01,alert
0.21,0.63,6.6,1.08,2.44,drowsy
0.187,0.555,3.1,1.3,4.61,drowsy
0.281,0.246,8.0,0.35,0.61,alert
0.266,0.247,4.3,0.47,0.51,alert
0.168,0.547,32.4,6.51,6.15,unconscious
0.28,0.392,0.3,0.16,0.43,alert
0.244,0.346,0.5,0.0,0.76,alert
0.293,0.249,11.8,0.44,2.14,drowsy
0.112,0.55,32.5,7.3,12.96,unconscious
0.249,0.93,7.8,1.0,2.58,drowsy
0.225,0.652,9.0,3.29,4.81,drowsy
0.104,0.448,22.8,4.8,8.67,unconscious
0.167,0.818,11.6,0.06,1.62,drowsy
0.158,0.292,12.6,3.07,4.57,drowsy
0.214,0.578,35.1,7.06,5.84,unconscious
0.172,0.208,26.6,5.04,4.85,unconscious
0.241,0.265,10.1,0.0,0.48,alert
0.163,0.57,29.1,2.04,7.32,unconscious
0.106,0.674,23.4,6.88,9.84,unconscious
0.12,0.689,8.8,0.14,1.39,drowsy
0.097,0.484,18.1,5.8,4.02,alert
0.095,0.205,15.7,5.2,8.67,unconscious
0.189,0.015,35.4,5.6,6.8,unconscious
0.21,0.851,20.3,0.0,5.71,drowsy
0.106,0.476,10.5,2.46,1.79,drowsy
0.197,0.536,9.6,2.22,4.02,drowsy
0.106,0.098,23.7,2.79,7.62,unconscious
0.243,0.323,2.2,0.04,0.0,alert
0.175,0.516,30.6,4.73,10.63,unconscious
0.131,0.232,14.0,4.25,12.52,unconscious
0.134,0.619,17.9,4.61,9.14,unconscious
0.2,0.859,17.2,2.68,4.67,drowsy
0.257,0.803,30.4,5.81,3.75,unconscious
0.123,0.274,27.2,8.42,10.7,unconscious
0.177,0.804,15.5,3.27,7.88,unconscious
0.285,0.327,6.0,0.26,0.0,alert
0.182,0.269,26.6,0.26,8.63,unconscious
0.213,0.721,14.0,2.31,3.73,drowsy
0.354,0.235,17.4,7.8,7.66,drowsy
0.175,0.657,9.4,0.18,2.08,drowsy
0.226,0.371,0.1,0.14,0.93,alert
0.285,0.313,0.2,0.0,1.55,alert
0.227,0.614,19.5,2.33,6.8,drowsy
0.27,0.607,19.0,2.51,4.31,drowsy
0.366,0.22,1.4,0.0,0.0,alert
0.293,0.252,1.0,0.0,0.85,alert
0.179,0.396,12.6,4.86,9.63,unconscious
0.244,0.653,7.5,0.45,1.75,drowsy
0.319,0.319,0.4,0.0,0.51,alert
0.379,0.35,2.0,0.0,0.0,alert
0.31,0.608,11.6,1.7,3.79,drowsy
0.315,0.233,3.9,0.12,0.0,alert
0.185,0.293,18.4,1.21,2.24,drowsy
0.283,0.328,3.9,0.47,0.85,alert
0.286,0.741,11.8,3.81,9.92,alert
0.3,0.286,5.6,0.23,0.0,alert
0.297,0.261,5.0,0.35,0.0,alert
0.318,0.303,7.7,0.46,0.57,alert
0.308,0.304,4.4,0.5,0.51,alert
0.293,0.354,5.8,0.0,0.98,alert
0.075,0.336,23.4,4.16,3.19,drowsy
0.095,0.612,29.4,8.34,4.49,unconscious
0.161,0.552,11.2,7.89,9.06,alert
0.295,0.519,18.0,1.31,4.92,drowsy
0.177,0.571,6.2,1.84,3.57,drowsy
0.279,0.242,8.6,0.02,0.7,alert
0.267,0.177,9.6,0.0,0.67,alert
0.15,0.325,34.1,5.42,11.31,unconscious
0.057,0.842,22.0,6.76,9.56,drowsy
0.287,0.206,10.9,0.01,0.46,alert
0.175,0.752,26.0,3.62,8.47,unconscious
0.184,0.61,6.4,1.58,1.65,drowsy
0.15,0.527,11.9,2.74,3.42,drowsy
0.322,0.142,5.0,0.1,1.91,alert
0.05,0.404,33.7,3.67,9.89,unconscious
0.322,0.225,2.5,0.1,0.0,alert
0.148,0.573,8.3,2.13,1.07,drowsy
0.245,0.661,10.6,1.88,2.72,drowsy
0.154,0.716,12.2,1.69,3.51,drowsy
0.05,0.375,24.4,7.44,6.92,unconscious
0.147,0.622,11.7,2.58,3.6,drowsy
0.119,0.375,37.3,2.82,3.65,unconscious
0.323,0.201,0.8,0.0,0.36,alert
0.262,0.365,5.0,0.55,0.85,alert
0.091,0.57,22.4,4.63,5.45,unconscious
0.246,1.0,20.0,2.24,2.35,drowsy
0.268,0.765,13.6,2.97,0.0,drowsy
0.123,0.308,14.8,5.96,11.05,unconscious
0.152,0.282,31.3,7.73,3.15,unconscious
0.249,0.268,0.9,0.22,0.02,alert
0.114,0.615,21.9,8.17,5.81,unconscious
0.152,0.392,25.1,6.18,7.44,unconscious
0.246,0.436,20.0,1.47,2.96,drowsy
0.05,0.039,22.7,7.1,3.23,alert
0.248,0.48,6.7,2.18,1.93,drowsy
0.136,0.787,6.7,4.26,2.36,drowsy
0.143,0.795,12.9,1.05,5.68,drowsy
0.256,0.596,4.6,1.88,2.31,drowsy
0.2,0.609,7.3,1.89,2.45,drowsy
0.282,0.309,0.9,0.35,0.83,alert
0.169,0.818,8.8,2.26,1.39,drowsy
0.243,0.752,13.2,1.34,3.19,drowsy
0.307,0.363,7.2,0.61,0.5,alert
0.238,0.819,13.7,1.94,0.35,drowsy
0.183,0.702,23.1,1.97,2.05,unconscious
0.225,0.461,7.5,0.0,0.36,alert
0.235,0.381,14.1,0.81,2.71,drowsy
0.327,0.289,5.6,0.0,0.44,alert
0.438,0.743,24.2,7.37,1.62,drowsy
0.225,0.508,7.8,0.98,4.4,drowsy
0.109,0.642,32.5,3.81,2.14,unconscious
0.207,0.324,24.6,4.89,6.08,unconscious
0.334,0.203,2.0,0.65,0.02,alert
0.339,0.352,5.2,0.56,1.58,alert
0.094,0.595,20.8,6.88,2.06,unconscious
0.305,0.224,9.0,0.0,0.92,alert
0.132,0.346,23.6,7.87,10.77,unconscious
0.11,0.44,15.6,0.37,5.11,unconscious
0.352,0.044,27.7,4.03,4.76,drowsy
0.337,0.715,11.2,2.59,2.88,unconscious
0.102,0.169,22.4,7.05,6.72,unconscious
0.123,0.346,35.8,3.68,3.04,unconscious
0.172,0.595,10.4,4.03,13.84,unconscious
0.283,0.144,6.8,0.43,0.32,alert
0.157,0.466,16.1,4.71,8.55,unconscious
0.074,0.623,5.3,6.82,6.6,unconscious
0.232,0.285,2.2,0.0,0.06,alert
0.156,0.669,10.1,2.44,1.61,drowsy
0.273,0.409,5.0,0.37,0.0,alert
0.158,0.691,30.2,7.39,7.06,unconscious
0.27,0.365,7.2,0.0,0.76,alert
0.284,0.293,6.0,0.0,0.0,alert
0.229,0.54,13.6,0.58,0.96,drowsy
0.137,0.467,30.2,6.41,12.0,unconscious
0.138,0.0,19.3,3.01,6.68,unconscious
0.177,0.414,34.3,8.8,5.92,unconscious
0.313,0.358,15.4,4.5,9.24,unconscious
0.13,0.388,20.7,5.53,1.38,unconscious
0.266,0.261,5.8,0.0,0.74,alert
0.128,0.972,13.5,1.74,3.99,drowsy
0.136,0.295,23.1,2.42,12.05,unconscious
0.119,0.783,32.0,3.28,9.41,unconscious
0.24,0.255,9.2,0.0,0.17,alert
0.195,0.177,13.4,6.01,7.02,unconscious
0.258,0.429,6.5,0.21,0.0,alert
0.066,0.184,27.9,6.59,14.3,unconscious
0.178,0.461,27.5,1.79,9.65,unconscious
0.168,0.531,27.3,3.16,10.7,unconscious
0.133,0.167,15.8,5.07,7.54,unconscious
0.195,0.657,19.7,1.91,2.85,drowsy
0.149,0.31,27.4,2.76,12.78,unconscious
0.225,0.655,11.8,2.21,4.49,drowsy
0.22,0.183,25.9,5.19,5.55,unconscious
0.158,0.72,11.2,1.68,2.66,drowsy
0.228,0.516,12.1,1.29,2.07,drowsy
0.212,0.274,3.5,0.71,0.76,alert
0.257,0.284,6.0,0.69,0.9,alert
0.193,0.215,29.5,7.11,10.4,unconscious
0.164,0.295,23.5,5.04,9.42,unconscious
0.322,0.455,10.6,1.65,0.13,drowsy
0.143,0.192,30.6,1.6,9.73,unconscious
0.141,0.385,7.3,6.58,7.46,unconscious
0.211,0.773,18.6,2.77,0.87,drowsy
0.288,0.532,7.0,0.55,0.2,alert
0.246,0.355,3.7,0.47,0.29,alert
0.271,0.279,4.5,0.11,0.17,alert
0.08,0.665,21.7,4.84,11.17,unconscious
0.158,0.864,5.3,1.35,4.02,drowsy
0.301,0.275,1.6,0.81,0.94,alert
0.222,0.884,12.4,2.43,1.48,drowsy
0.188,1.0,12.5,2.75,3.98,drowsy
0.189,0.436,11.7,1.37,2.26,drowsy
0.327,0.476,0.6,0.1,6.61,drowsy
0.221,0.227,5.8,0.0,0.22,alert
0.199,0.628,6.4,1.21,3.67,drowsy
0.388,0.045,22.9,1.45,9.94,unconscious
0.215,0.411,5.5,3.37,2.67,drowsy
0.242,0.538,6.2,1.81,2.66,drowsy
0.118,0.262,30.2,3.65,11.87,unconscious
0.277,0.171,2.3,0.73,0.59,alert
0.097,0.51,21.6,7.36,7.47,unconscious
0.289,0.614,2.8,1.71,1.99,drowsy
0.164,1.0,8.7,1.3,1.76,drowsy
0.133,0.11,31.7,6.47,7.21,unconscious
0.189,0.74,15.4,0.81,4.73,drowsy
0.3,0.471,3.4,0.0,0.23,alert
0.247,0.091,14.1,0.41,4.78,unconscious
0.251,0.666,10.6,2.74,2.47,drowsy
0.201,0.521,6.2,1.88,4.35,drowsy
0.21,0.272,4.0,0.53,0.26,alert
0.259,0.239,4.9,0.51,0.6,alert
0.121,0.494,24.6,5.99,8.75,unconscious
0.262,0.641,12.2,1.85,2.74,drowsy
0.199,0.802,12.8,1.5,4.88,drowsy
0.107,0.335,22.7,6.15,13.33,unconscious
0.287,0.343,8.3,0.22,0.41,alert
0.168,0.475,14.2,2.46,2.68,drowsy
0.223,0.21,6.0,0.09,0.0,alert
0.135,0.622,11.7,1.41,3.67,drowsy
0.184,0.403,30.2,4.29,6.78,unconscious
0.236,0.534,7.6,1.3,4.49,drowsy
0.152,0.343,24.4,3.86,7.04,unconscious
0.238,0.549,11.6,1.73,3.93,drowsy
0.129,0.612,32.2,5.7,14.43,unconscious
0.224,0.575,1.6,1.44,4.09,drowsy
0.312,0.679,7.7,1.06,1.9,drowsy
0.112,0.389,25.3,7.65,5.52,unconscious
0.216,0.385,17.0,0.73,3.85,drowsy
0.12,0.904,7.7,1.14,3.89,drowsy
0.16,0.882,13.7,1.1,2.84,drowsy
0.209,0.603,12.7,0.0,6.05,drowsy
0.157,0.622,13.2,0.0,3.1,drowsy
0.268,0.198,3.5,0.21,0.9,alert
0.287,0.159,7.6,0.15,0.64,alert
0.286,0.355,5.1,0.0,0.0,alert
0.158,0.367,19.3,6.2,7.47,unconscious
0.254,0.357,3.8,0.26,1.23,alert
0.211,0.381,4.9,2.23,2.49,drowsy
0.236,0.415,6.2,0.17,0.02,alert
0.342,0.186,10.7,0.57,0.27,alert
0.322,0.349,8.3,0.64,0.0,alert
0.239,0.506,4.2,0.44,0.1,alert
0.14,0.419,25.9,4.05,7.15,unconscious
0.303,0.007,25.1,6.48,5.91,unconscious
0.123,0.211,6.6,2.19,8.72,unconscious
0.13,0.09,28.6,3.36,8.75,unconscious
0.278,0.613,20.6,2.37,2.52,drowsy
0.193,0.364,26.0,3.84,11.9,unconscious
0.271,0.37,0.7,0.37,0.0,alert
0.092,0.208,24.7,4.17,9.33,unconscious
0.27,0.216,25.4,0.23,3.41,unconscious
0.233,0.807,8.4,2.44,3.39,drowsy
0.327,0.191,3.0,0.46,0.0,alert
0.082,0.427,32.5,1.26,5.5,unconscious
0.189,0.581,39.6,9.67,10.47,unconscious
0.288,0.39,4.0,0.23,0.1,alert
0.247,0.717,12.2,2.23,1.05,drowsy
0.117,0.4,37.8,5.22,7.4,unconscious
0.278,0.287,5.9,0.02,0.1,alert
0.226,0.689,8.3,1.24,3.63,drowsy
0.217,0.698,18.2,2.94,5.41,drowsy
0.233,0.781,17.2,1.46,3.6,drowsy
0.198,0.454,2.4,2.57,2.69,drowsy
0.262,0.283,5.3,0.48,1.18,alert
0.111,0.871,7.4,1.89,3.58,drowsy
0.259,0.244,2.2,0.49,0.0,alert
0.231,0.439,14.3,0.82,4.79,drowsy
0.31,0.339,5.1,0.24,0.71,alert
0.118,0.361,41.3,2.37,11.84,unconscious
0.137,0.368,31.1,2.9,7.84,unconscious
0.293,0.413,2.3,0.7,0.48,alert
0.315,0.61,25.0,0.64,3.48,drowsy
0.171,0.11,20.3,2.66,10.74,unconscious
0.173,0.659,48.8,7.46,8.19,unconscious
0.079,0.474,17.3,4.95,6.4,unconscious
0.276,0.288,9.6,0.0,0.8,alert
0.259,0.424,6.7,0.7,4.17,drowsy
0.164,0.477,27.1,3.03,8.93,unconscious
0.298,0.274,6.8,0.15,0.26,alert
0.224,0.562,17.6,2.83,1.41,drowsy
0.182,0.514,25.8,5.21,10.12,unconscious
0.283,0.342,7.8,0.31,0.0,alert
0.102,0.355,31.0,5.09,4.19,unconscious
0.216,0.144,29.3,5.7,5.88,unconscious
0.258,0.473,4.1,0.0,0.16,alert
0.303,0.288,4.3,0.49,0.27,alert
0.325,0.256,7.1,0.62,1.03,alert
0.29,0.251,11.2,0.0,0.47,alert
0.12,0.661,24.3,6.61,6.35,unconscious
0.256,0.299,5.3,0.58,0.0,alert
0.202,0.546,11.0,1.95,3.44,drowsy
0.274,0.376,0.9,0.22,0.0,alert
0.304,0.313,6.0,0.46,0.4,alert
0.116,0.118,15.8,5.67,9.1,unconscious
0.306,0.196,0.4,0.0,0.05,alert
0.228,0.555,11.7,1.09,1.34,drowsy
0.186,0.423,28.4,5.12,8.1,unconscious
0.273,0.573,9.5,0.68,0.18,drowsy
0.3,0.242,10.9,0.0,0.21,alert
0.265,0.34,2.4,0.0,0.59,alert
0.066,0.766,1.4,5.0,5.47,unconscious
0.274,0.355,6.2,0.17,3.44,drowsy
0.288,0.26,2.7,0.18,0.78,alert
0.362,0.354,8.1,0.02,1.18,alert
0.408,0.982,14.4,2.94,9.81,drowsy
0.257,0.013,5.2,0.15,0.88,alert
0.265,0.716,14.9,1.94,2.16,drowsy
0.107,0.554,27.3,5.29,12.15,unconscious
0.265,0.247,7.8,0.0,0.35,alert
0.431,0.425,39.7,5.92,7.76,alert
0.189,0.351,37.2,6.28,2.49,unconscious
0.274,0.236,5.6,0.13,0.69,alert
0.262,0.602,20.0,1.9,2.7,drowsy
0.219,0.287,2.6,0.22,1.15,alert
0.292,0.351,10.9,0.5,1.0,alert
0.196,0.669,24.6,3.84,2.52,unconscious
0.212,0.349,3.7,0.0,0.33,alert
0.294,0.43,4.3,0.0,0.16,alert
0.255,0.739,13.5,2.88,2.36,drowsy
0.351,0.323,4.4,0.27,0.75,alert
0.278,0.246,6.1,0.5,0.54,alert
0.29,0.508,2.7,0.0,0.01,alert
0.082,0.723,37.5,0.07,7.21,alert
0.13,0.609,12.2,0.85,4.32,drowsy
0.113,0.469,20.2,4.86,6.69,unconscious
0.202,0.752,9.9,2.83,1.51,drowsy
0.207,0.729,15.2,2.31,2.84,drowsy
0.172,0.11,17.2,6.39,7.01,unconscious
0.199,0.174,27.3,8.03,7.61,unconscious
0.301,0.207,2.6,0.0,1.3,alert
0.239,0.375,7.2,0.27,0.65,alert
0.1,0.291,36.5,5.58,3.53,unconscious
0.188,0.835,6.3,3.82,2.41,unconscious
0.186,0.527,5.6,3.43,4.46,drowsy
0.126,0.482,36.9,3.9,5.25,unconscious
0.095,0.282,31.1,5.21,6.54,unconscious
0.089,0.617,25.5,6.04,8.95,unconscious
0.389,0.19,5.0,0.35,0.33,alert
0.186,0.81,8.7,0.43,5.77,drowsy
0.203,0.545,30.2,1.04,10.58,unconscious
0.14,0.555,10.7,2.71,3.8,drowsy
0.239,0.338,5.7,0.09,0.0,alert
0.093,0.32,32.5,3.49,7.74,unconscious
0.1,0.64,1.9,0.02,3.1,drowsy
0.168,0.43,39.0,4.59,2.9,unconscious
0.305,0.467,2.7,0.08,0.93,alert
0.239,0.702,7.2,1.3,4.16,drowsy
0.212,0.542,19.1,3.08,2.5,drowsy
0.212,0.55,1.9,3.37,3.58,drowsy
0.149,0.695,29.0,3.01,5.03,unconscious
0.124,0.3,26.4,4.64,10.84,unconscious
0.096,0.445,16.3,4.55,5.87,unconscious
0.222,0.253,2.3,0.47,1.27,alert
0.29,0.217,6.2,0.95,0.02,alert
0.135,0.746,18.4,2.03,5.56,unconscious
0.234,0.304,10.4,0.26,0.11,alert
0.118,0.257,19.8,4.87,9.72,unconscious
0.175,0.529,16.1,0.95,3.17,drowsy
0.127,0.323,22.2,5.93,5.75,unconscious
0.239,0.772,25.6,2.01,3.63,drowsy
0.126,0.56,17.8,0.43,0.7,drowsy
0.272,0.339,10.2,0.63,0.75,alert
0.05,0.955,20.9,7.31,0.22,alert
0.243,0.276,3.9,0.21,0.44,alert
0.29,0.238,4.0,0.34,0.4,alert
0.167,0.779,19.2,3.71,3.56,drowsy
0.283,0.304,9.3,0.0,1.43,alert
0.172,0.379,10.9,0.74,3.84,drowsy
0.202,0.386,26.5,5.08,13.39,unconscious
0.248,0.338,3.3,0.14,1.16,alert
0.326,0.275,5.8,0.27,0.0,alert
0.257,0.47,27.6,3.19,0.26,alert
0.285,0.333,6.9,1.17,1.69,alert
0.189,0.482,42.6,5.34,11.6,unconscious
0.145,0.313,15.7,4.59,10.03,unconscious
0.212,0.648,10.9,2.14,2.1,drowsy
0.267,0.27,5.1,0.16,0.75,alert
0.247,1.0,8.9,2.56,4.94,drowsy
0.183,0.697,22.2,8.6,4.79,unconscious
0.314,0.384,2.6,0.3,0.4,alert
0.218,0.555,17.9,2.19,3.34,drowsy
0.155,0.33,38.4,5.72,6.13,unconscious
0.184,0.505,35.7,5.91,6.37,unconscious
0.201,0.98,14.3,0.36,3.6,drowsy
0.178,0.812,12.8,2.4,1.59,drowsy
0.144,0.79,7.8,1.46,3.94,drowsy
0.16,0.267,14.5,3.78,4.01,unconscious
0.164,0.538,31.6,3.35,6.58,unconscious
0.202,0.156,25.0,6.28,7.04,unconscious
0.197,0.329,14.8,5.26,9.84,unconscious
0.141,0.444,12.5,1.54,1.46,drowsy
0.063,0.211,29.7,1.18,2.23,drowsy
0.18,0.307,29.9,3.37,7.75,unconscious
0.139,0.452,27.8,4.2,4.29,unconscious
0.261,0.255,2.5,0.0,0.69,alert
0.129,0.035,28.4,7.78,14.73,unconscious
0.178,0.557,15.5,5.18,1.72,unconscious
0.257,0.292,4.6,0.33,0.41,alert
0.132,0.718,17.9,1.01,5.24,drowsy
0.064,0.46,26.2,9.44,8.33,unconscious
0.255,0.532,10.1,0.0,0.86,drowsy
0.267,0.178,5.3,0.43,0.0,alert
0.116,0.425,16.2,2.36,5.48,unconscious
0.211,0.644,10.0,2.01,3.66,drowsy
0.245,0.462,6.9,0.82,2.83,drowsy
0.102,0.602,18.8,4.52,5.63,unconscious
0.144,0.551,24.7,3.16,10.43,unconscious
0.121,0.424,39.3,5.56,12.35,unconscious
0.271,0.419,5.0,0.43,0.0,alert
0.224,0.672,13.4,1.66,2.19,drowsy
0.165,0.507,9.3,3.15,5.38,alert
0.277,0.491,6.8,0.0,0.62,alert
0.229,0.494,12.6,1.24,3.72,drowsy
0.286,0.46,10.2,0.41,0.0,alert
0.308,0.328,7.3,0.58,0.0,alert
0.235,0.292,5.0,0.32,0.24,alert
0.174,0.71,13.3,2.37,2.28,drowsy
0.08,0.334,24.7,7.35,10.17,unconscious
0.146,0.0,20.8,3.25,8.46,unconscious
0.058,0.753,1.9,1.2,1.05,drowsy
0.198,0.262,37.9,4.37,14.34,unconscious
0.061,0.199,23.3,3.67,10.97,unconscious
0.107,0.669,37.8,5.03,7.87,unconscious
0.161,0.323,26.0,2.23,12.3,unconscious
0.225,0.343,24.3,3.86,10.82,unconscious
0.065,0.166,26.4,2.5,2.66,alert
0.177,0.446,32.6,7.2,10.66,unconscious
0.279,0.245,3.9,0.22,0.61,alert
0.05,0.134,14.7,7.63,4.42,unconscious
0.187,0.568,20.8,4.23,11.94,unconscious
0.067,0.525,16.0,2.99,3.53,unconscious
0.307,0.22,0.4,0.26,0.0,alert
0.188,0.604,10.2,2.1,2.42,drowsy
0.191,0.71,18.8,3.5,10.29,unconscious
0.14,0.673,36.8,6.49,12.12,unconscious
0.241,0.506,5.6,0.5,1.15,alert
0.202,0.616,14.0,3.38,2.03,drowsy
0.1,0.841,5.6,2.12,4.12,drowsy
0.124,0.551,13.7,8.36,6.25,unconscious
0.161,0.407,16.9,1.53,10.23,unconscious
0.146,0.164,20.4,6.05,11.25,unconscious
0.05,0.94,25.8,0.81,9.72,drowsy
0.23,0.49,24.9,5.83,3.56,drowsy
0.205,0.265,21.2,0.83,2.27,unconscious
0.237,0.285,3.2,0.57,0.71,alert
0.154,0.827,41.5,4.14,3.25,unconscious
0.135,0.918,15.8,2.15,0.75,drowsy
0.29,0.195,4.0,0.06,0.1,alert
0.199,0.424,7.3,2.47,2.22,drowsy
0.223,0.413,5.8,0.59,1.23,alert
0.266,0.509,2.4,0.69,1.18,alert
0.145,0.572,27.0,8.06,5.65,unconscious
0.219,0.256,23.7,7.68,3.85,unconscious
0.173,0.429,17.9,2.14,2.79,drowsy
0.306,0.295,2.5,0.0,0.34,alert
0.215,0.687,11.1,1.82,3.99,drowsy
0.05,0.447,37.7,3.18,4.34,drowsy
0.27,0.419,5.2,0.0,0.44,alert
0.132,0.378,25.3,4.26,5.13,unconscious
0.28,0.395,0.0,0.27,0.78,alert
0.339,0.556,2.9,0.14,0.02,alert
0.101,0.407,24.4,5.14,5.73,unconscious
0.307,0.112,0.5,0.0,0.54,alert
0.22,0.906,15.7,0.0,6.08,drowsy
0.095,0.503,28.8,4.02,11.59,unconscious
0.321,0.245,1.0,0.72,0.0,alert
0.177,0.793,18.8,2.15,4.19,drowsy
0.186,0.337,18.3,9.11,5.44,unconscious
0.148,0.706,10.1,5.92,11.41,unconscious
0.178,0.865,6.8,3.66,3.61,drowsy
0.246,0.309,4.8,0.08,0.0,alert
0.251,0.666,16.0,2.75,2.55,drowsy
0.27,0.292,2.5,0.0,0.39,alert
0.322,0.354,1.1,0.58,0.02,alert
0.303,0.463,5.1,0.16,0.65,alert
0.4,0.006,32.5,2.8,7.18,unconscious
0.214,0.517,9.2,3.71,0.89,drowsy
0.352,0.355,4.4,0.03,0.9,alert
0.237,0.738,18.0,3.4,5.15,drowsy
0.17,0.778,18.7,1.98,1.73,drowsy
0.305,0.179,7.1,0.0,1.35,alert
0.116,1.0,9.7,1.29,2.19,drowsy
0.271,0.638,10.1,2.1,2.98,drowsy
0.117,0.36,26.3,5.08,8.69,unconscious
0.228,0.34,3.5,0.41,0.0,alert
0.133,0.625,51.3,2.65,10.62,unconscious
0.266,0.677,17.9,1.76,5.03,drowsy
0.283,0.29,0.2,0.04,1.2,alert
0.222,0.48,12.5,1.32,4.1,drowsy
0.216,0.195,2.8,0.35,0.74,alert
0.248,0.483,5.8,0.0,0.11,alert
0.193,0.484,16.9,5.47,8.05,unconscious
0.134,0.419,28.4,8.37,9.67,unconscious
0.281,0.178,7.2,0.77,1.42,alert
0.31,0.341,5.6,0.0,0.0,alert
0.14,0.348,22.9,1.86,10.38,unconscious
0.153,0.385,24.4,5.83,11.71,unconscious
0.184,0.471,29.2,4.37,4.69,unconscious
0.177,0.827,22.6,3.01,4.09,drowsy
0.252,0.492,21.9,3.14,0.0,unconscious
0.197,0.318,1.1,0.24,0.78,alert
0.215,0.726,11.1,1.63,2.69,drowsy
0.228,0.716,14.0,1.12,6.06,drowsy
0.24,0.242,6.9,6.58,7.98,alert
0.178,0.785,14.7,0.0,6.08,drowsy
0.197,0.568,13.2,2.07,4.66,drowsy
0.338,0.235,9.6,0.37,0.98,alert
0.145,0.299,27.6,3.21,5.41,unconscious
0.116,0.421,27.9,5.96,10.42,unconscious
0.143,0.267,31.0,7.57,14.95,unconscious
0.327,0.263,4.7,0.79,0.92,alert
0.319,0.216,4.9,0.33,0.97,alert
0.23,0.825,14.7,2.08,4.19,drowsy
0.119,0.349,27.1,2.82,3.93,unconscious
0.29,0.815,11.0,2.73,3.86,drowsy
0.106,0.536,28.7,5.72,5.79,unconscious
0.105,0.635,34.0,6.1,5.45,unconscious
0.334,0.188,3.3,0.3,0.18,alert
0.326,0.32,2.7,0.51,0.27,alert
0.306,0.314,6.4,0.65,0.58,alert
0.313,0.204,5.6,0.1,0.76,alert
0.276,0.266,4.4,0.0,0.14,alert
0.178,0.667,8.1,1.48,4.72,drowsy
0.295,0.15,1.4,0.0,0.0,alert
0.208,0.239,17.9,7.6,2.11,alert
0.16,0.453,7.4,1.49,2.33,drowsy
0.241,0.8,15.6,1.75,1.65,drowsy
0.135,0.755,12.0,2.36,4.95,drowsy
0.123,0.337,21.1,7.88,13.49,unconscious
0.281,0.379,5.1,0.11,0.2,alert
0.291,0.561,18.2,0.8,3.3,drowsy
0.209,0.852,6.4,2.51,1.79,drowsy
0.141,0.184,30.5,3.46,10.23,unconscious
0.217,0.528,13.0,1.62,3.86,drowsy
0.251,0.396,2.4,5.18,4.99,drowsy
0.119,0.151,24.2,4.55,8.8,unconscious
0.179,0.434,14.0,2.11,1.4,drowsy
0.141,0.351,30.5,4.03,4.52,unconscious
0.24,0.483,32.6,5.63,0.0,unconscious
0.231,0.633,14.1,1.78,3.12,drowsy
0.167,0.442,12.5,1.56,1.54,drowsy
0.273,0.189,3.1,0.0,2.04,alert
0.149,0.563,10.6,3.22,1.5,drowsy
0.148,0.244,0.1,1.17,2.7,drowsy
0.06,0.297,22.4,3.55,11.55,unconscious
0.201,0.664,7.7,2.24,5.1,drowsy
0.31,0.282,0.6,0.0,0.39,alert
0.168,0.605,20.9,4.01,0.0,drowsy
0.179,0.257,4.9,1.72,1.75,drowsy
